timestamp	message
9/16/2025 3:52	[Zeabur] Pod/service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk - Pulling: Pulling image "registry-oci.zeabur.cloud/e-68c579aafdd0e50657ef0a45/s-68c579b96fd03a087cd4568b:d-68c8dc075b8ef79bed61871f"
9/16/2025 3:52	[Zeabur] Pod/service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk - Pulled: Successfully pulled image "registry-oci.zeabur.cloud/e-68c579aafdd0e50657ef0a45/s-68c579b96fd03a087cd4568b:d-68c8dc075b8ef79bed61871f" in 402ms (402ms including waiting). Image size: 509529355 bytes.
9/16/2025 3:52	[Zeabur] Pod/service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk - Created: Created container: toolbox
9/16/2025 3:52	[Zeabur] Pod/service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk - Started: Started container toolbox
9/16/2025 3:52	[2025-09-16 03:52:10 +0000] [7] [INFO] Starting gunicorn 23.0.0
9/16/2025 3:52	[2025-09-16 03:52:10 +0000] [7] [INFO] Listening at: http://0.0.0.0:8080 (7)
9/16/2025 3:52	[2025-09-16 03:52:10 +0000] [7] [INFO] Using worker: sync
9/16/2025 3:52	[2025-09-16 03:52:10 +0000] [8] [INFO] Booting worker with pid: 8
9/16/2025 3:52	[2025-09-16 03:52:11 +0000] [8] [ERROR] Exception in worker process
9/16/2025 3:52	Traceback (most recent call last):
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/gunicorn/arbiter.py", line 608, in spawn_worker
9/16/2025 3:52	    worker.init_process()
9/16/2025 3:52	    ~~~~~~~~~~~~~~~~~~~^^
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/gunicorn/workers/base.py", line 135, in init_process
9/16/2025 3:52	    self.load_wsgi()
9/16/2025 3:52	    ~~~~~~~~~~~~~~^^
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/gunicorn/workers/base.py", line 147, in load_wsgi
9/16/2025 3:52	    self.wsgi = self.app.wsgi()
9/16/2025 3:52	                ~~~~~~~~~~~~~^^
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/gunicorn/app/base.py", line 66, in wsgi
9/16/2025 3:52	    self.callable = self.load()
9/16/2025 3:52	                    ~~~~~~~~~^^
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/gunicorn/app/wsgiapp.py", line 57, in load
9/16/2025 3:52	    return self.load_wsgiapp()
9/16/2025 3:52	           ~~~~~~~~~~~~~~~~~^^
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/gunicorn/app/wsgiapp.py", line 47, in load_wsgiapp
9/16/2025 3:52	    return util.import_app(self.app_uri)
9/16/2025 3:52	           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/gunicorn/util.py", line 370, in import_app
9/16/2025 3:52	    mod = importlib.import_module(module)
9/16/2025 3:52	  File "/usr/local/lib/python3.13/importlib/__init__.py", line 88, in import_module
9/16/2025 3:52	    return _bootstrap._gcd_import(name[level:], package, level)
9/16/2025 3:52	           ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
9/16/2025 3:52	  File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
9/16/2025 3:52	  File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
9/16/2025 3:52	  File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
9/16/2025 3:52	  File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
9/16/2025 3:52	  File "<frozen importlib._bootstrap_external>", line 1026, in exec_module
9/16/2025 3:52	  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
9/16/2025 3:52	  File "/app/app.py", line 16, in <module>
9/16/2025 3:52	    from openpyxl.utils.dataframe import dataframe_to_rows
9/16/2025 3:52	  File "/usr/local/lib/python3.13/site-packages/openpyxl/utils/dataframe.py", line 5, in <module>
9/16/2025 3:52	    import numpy
9/16/2025 3:52	ModuleNotFoundError: No module named 'numpy'
9/16/2025 3:52	[2025-09-16 03:52:11 +0000] [8] [INFO] Worker exiting (pid: 8)
9/16/2025 3:52	[2025-09-16 03:52:11 +0000] [7] [ERROR] Worker (pid:8) exited with code 3
9/16/2025 3:52	[2025-09-16 03:52:11 +0000] [7] [ERROR] Shutting down: Master
9/16/2025 3:52	[2025-09-16 03:52:11 +0000] [7] [ERROR] Reason: Worker failed to boot.
9/16/2025 3:52	[Zeabur] Pod/service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk - BackOff: Back-off restarting failed container toolbox in pod service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk_environment-68c579aafdd0e50657ef0a45(04ef90c2-a1ee-47ba-be44-02f4a60c3b52)
9/16/2025 3:52	[Zeabur] Pod/service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk - BackOff: Back-off restarting failed container toolbox in pod service-68c579b96fd03a087cd4568b-6b89ccb4cb-xzhsk_environment-68c579aafdd0e50657ef0a45(04ef90c2-a1ee-47ba-be44-02f4a60c3b52)
